instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,days_count,season_cluster,weathersit_cluster
10731,2012-03-28,2,1,3,5,0,3,1,1,14.76,16.665,43.0,19.999499999999998,2,38,40,24,Summer,Clear/Partly Cloudy
10732,2012-03-28,2,1,3,6,0,3,1,1,14.76,16.665,46.0,23.9994,4,111,115,24,Summer,Clear/Partly Cloudy
10733,2012-03-28,2,1,3,7,0,3,1,1,14.76,16.665,46.0,22.0028,10,348,358,24,Summer,Clear/Partly Cloudy
10734,2012-03-28,2,1,3,8,0,3,1,1,15.58,19.695,46.0,23.9994,19,639,658,24,Summer,Clear/Partly Cloudy
10735,2012-03-28,2,1,3,9,0,3,1,1,16.400000000000002,20.455000000000002,43.0,30.002599999999997,16,298,314,24,Summer,Clear/Partly Cloudy
10736,2012-03-28,2,1,3,10,0,3,1,1,18.86,22.725,41.0,27.999299999999998,33,140,173,24,Summer,Clear/Partly Cloudy
10737,2012-03-28,2,1,3,11,0,3,1,1,20.5,24.240000000000002,42.0,26.0027,54,168,222,24,Summer,Clear/Partly Cloudy
10738,2012-03-28,2,1,3,12,0,3,1,2,22.14,25.759999999999998,39.0,23.9994,50,218,268,24,Summer,Mist/Cloudy
10739,2012-03-28,2,1,3,13,0,3,1,1,22.96,26.515,43.0,22.0028,60,213,273,24,Summer,Clear/Partly Cloudy
10740,2012-03-28,2,1,3,14,0,3,1,1,25.419999999999998,31.06,38.0,23.9994,52,169,221,24,Summer,Clear/Partly Cloudy
10741,2012-03-28,2,1,3,15,0,3,1,2,25.419999999999998,31.06,41.0,19.999499999999998,47,152,199,24,Summer,Mist/Cloudy
10742,2012-03-28,2,1,3,16,0,3,1,3,25.419999999999998,31.06,43.0,6.0032,51,170,221,24,Summer,Light Snow/Rain
10743,2012-03-28,2,1,3,17,0,3,1,1,24.599999999999998,30.305,60.0,15.001299999999999,72,532,604,24,Summer,Clear/Partly Cloudy
10744,2012-03-28,2,1,3,18,0,3,1,1,24.599999999999998,30.305,60.0,15.001299999999999,61,580,641,24,Summer,Clear/Partly Cloudy
10745,2012-03-28,2,1,3,19,0,3,1,1,24.599999999999998,31.06,56.00000000000001,12.998000000000001,41,415,456,24,Summer,Clear/Partly Cloudy
10746,2012-03-28,2,1,3,20,0,3,1,1,24.599999999999998,31.06,56.00000000000001,19.999499999999998,38,324,362,24,Summer,Clear/Partly Cloudy
10747,2012-03-28,2,1,3,21,0,3,1,1,23.779999999999998,27.275,60.0,16.997899999999998,28,233,261,24,Summer,Clear/Partly Cloudy
10748,2012-03-28,2,1,3,22,0,3,1,1,22.96,26.515,64.0,8.9981,21,151,172,24,Summer,Clear/Partly Cloudy
10749,2012-03-28,2,1,3,23,0,3,1,1,22.14,25.759999999999998,68.0,8.9981,12,81,93,24,Summer,Clear/Partly Cloudy
10750,2012-03-29,2,1,3,0,0,4,1,1,22.14,25.759999999999998,68.0,12.998000000000001,10,38,48,24,Summer,Clear/Partly Cloudy
10751,2012-03-29,2,1,3,1,0,4,1,1,22.96,26.515,60.0,8.9981,15,18,33,24,Summer,Clear/Partly Cloudy
10752,2012-03-29,2,1,3,2,0,4,1,1,24.599999999999998,30.305,28.000000000000004,19.999499999999998,0,6,6,24,Summer,Clear/Partly Cloudy
10753,2012-03-29,2,1,3,3,0,4,1,1,23.779999999999998,27.275,28.000000000000004,16.997899999999998,1,4,5,24,Summer,Clear/Partly Cloudy
10754,2012-03-29,2,1,3,4,0,4,1,1,21.32,25.0,36.0,16.997899999999998,1,8,9,24,Summer,Clear/Partly Cloudy
10755,2012-03-29,2,1,3,5,0,4,1,1,20.5,24.240000000000002,45.0,15.001299999999999,2,30,32,24,Summer,Clear/Partly Cloudy
10756,2012-03-29,2,1,3,6,0,4,1,1,18.86,22.725,59.0,16.997899999999998,3,114,117,24,Summer,Clear/Partly Cloudy
10757,2012-03-29,2,1,3,7,0,4,1,1,18.86,22.725,51.0,23.9994,14,353,367,24,Summer,Clear/Partly Cloudy
10758,2012-03-29,2,1,3,8,0,4,1,1,18.86,22.725,47.0,27.999299999999998,26,628,654,24,Summer,Clear/Partly Cloudy
10759,2012-03-29,2,1,3,9,0,4,1,1,19.68,23.485,48.0,27.999299999999998,22,299,321,24,Summer,Clear/Partly Cloudy
10760,2012-03-29,2,1,3,10,0,4,1,1,18.86,22.725,47.0,30.002599999999997,42,124,166,24,Summer,Clear/Partly Cloudy
10761,2012-03-29,2,1,3,11,0,4,1,1,20.5,24.240000000000002,45.0,27.999299999999998,54,166,220,24,Summer,Clear/Partly Cloudy
10762,2012-03-29,2,1,3,12,0,4,1,1,20.5,24.240000000000002,42.0,32.9975,64,228,292,24,Summer,Clear/Partly Cloudy
10763,2012-03-29,2,1,3,13,0,4,1,1,18.86,22.725,44.0,22.0028,50,223,273,24,Summer,Clear/Partly Cloudy
10764,2012-03-29,2,1,3,14,0,4,1,1,20.5,24.240000000000002,42.0,23.9994,63,175,238,24,Summer,Clear/Partly Cloudy
10765,2012-03-29,2,1,3,15,0,4,1,1,21.32,25.0,39.0,23.9994,109,198,307,24,Summer,Clear/Partly Cloudy
10766,2012-03-29,2,1,3,16,0,4,1,1,21.32,25.0,36.0,22.0028,67,321,388,24,Summer,Clear/Partly Cloudy
10767,2012-03-29,2,1,3,17,0,4,1,1,21.32,25.0,38.0,26.0027,83,620,703,24,Summer,Clear/Partly Cloudy
10768,2012-03-29,2,1,3,18,0,4,1,1,20.5,24.240000000000002,39.0,19.999499999999998,83,598,681,24,Summer,Clear/Partly Cloudy
10769,2012-03-29,2,1,3,19,0,4,1,1,19.68,23.485,39.0,19.0012,47,421,468,24,Summer,Clear/Partly Cloudy
10770,2012-03-29,2,1,3,20,0,4,1,1,18.86,22.725,38.0,19.999499999999998,34,301,335,24,Summer,Clear/Partly Cloudy
10771,2012-03-29,2,1,3,21,0,4,1,1,18.04,21.97,44.0,19.0012,10,214,224,24,Summer,Clear/Partly Cloudy
10772,2012-03-29,2,1,3,22,0,4,1,1,17.22,21.21,44.0,19.0012,17,135,152,24,Summer,Clear/Partly Cloudy
10773,2012-03-29,2,1,3,23,0,4,1,1,17.22,21.21,47.0,19.999499999999998,17,77,94,24,Summer,Clear/Partly Cloudy
10774,2012-03-30,2,1,3,0,0,5,1,1,16.400000000000002,20.455000000000002,47.0,19.999499999999998,10,49,59,24,Summer,Clear/Partly Cloudy
10775,2012-03-30,2,1,3,1,0,5,1,1,15.58,19.695,50.0,19.0012,6,21,27,24,Summer,Clear/Partly Cloudy
10776,2012-03-30,2,1,3,2,0,5,1,1,14.76,16.665,53.0,19.999499999999998,1,6,7,24,Summer,Clear/Partly Cloudy
10777,2012-03-30,2,1,3,3,0,5,1,1,13.940000000000001,16.665,61.0,8.9981,0,7,7,24,Summer,Clear/Partly Cloudy
10778,2012-03-30,2,1,3,4,0,5,1,1,13.940000000000001,17.424999999999997,53.0,6.0032,1,1,2,24,Summer,Clear/Partly Cloudy
10779,2012-03-30,2,1,3,5,0,5,1,1,13.120000000000001,16.665,61.0,6.0032,0,26,26,24,Summer,Clear/Partly Cloudy
10780,2012-03-30,2,1,3,6,0,5,1,1,13.120000000000001,16.665,56.99999999999999,8.9981,5,81,86,24,Summer,Clear/Partly Cloudy
10781,2012-03-30,2,1,3,7,0,5,1,1,13.120000000000001,15.909999999999998,56.99999999999999,11.0014,9,280,289,24,Summer,Clear/Partly Cloudy
10782,2012-03-30,2,1,3,8,0,5,1,1,13.120000000000001,15.909999999999998,66.0,11.0014,38,555,593,24,Summer,Clear/Partly Cloudy
10783,2012-03-30,2,1,3,9,0,5,1,1,13.940000000000001,16.665,56.99999999999999,11.0014,29,292,321,24,Summer,Clear/Partly Cloudy
10784,2012-03-30,2,1,3,10,0,5,1,2,14.76,18.18,56.99999999999999,7.0015,50,137,187,24,Summer,Mist/Cloudy
10785,2012-03-30,2,1,3,11,0,5,1,2,14.76,18.94,53.0,0.0,48,153,201,24,Summer,Mist/Cloudy
10786,2012-03-30,2,1,3,12,0,5,1,2,15.58,19.695,54.0,0.0,62,208,270,24,Summer,Mist/Cloudy
10787,2012-03-30,2,1,3,13,0,5,1,3,16.400000000000002,20.455000000000002,50.0,0.0,44,198,242,24,Summer,Light Snow/Rain
10788,2012-03-30,2,1,3,14,0,5,1,3,16.400000000000002,20.455000000000002,54.0,0.0,56,173,229,24,Summer,Light Snow/Rain
10789,2012-03-30,2,1,3,15,0,5,1,3,17.22,21.21,54.0,0.0,73,207,280,24,Summer,Light Snow/Rain
10790,2012-03-30,2,1,3,16,0,5,1,3,16.400000000000002,20.455000000000002,62.0,19.0012,75,292,367,24,Summer,Light Snow/Rain
10791,2012-03-30,2,1,3,17,0,5,1,2,16.400000000000002,20.455000000000002,62.0,15.001299999999999,93,513,606,24,Summer,Mist/Cloudy
10792,2012-03-30,2,1,3,18,0,5,1,1,17.22,21.21,54.0,12.998000000000001,68,492,560,24,Summer,Clear/Partly Cloudy
10793,2012-03-30,2,1,3,19,0,5,1,1,16.400000000000002,20.455000000000002,62.0,15.001299999999999,42,353,395,24,Summer,Clear/Partly Cloudy
10794,2012-03-30,2,1,3,20,0,5,1,1,16.400000000000002,20.455000000000002,62.0,11.0014,17,192,209,24,Summer,Clear/Partly Cloudy
10795,2012-03-30,2,1,3,21,0,5,1,1,15.58,19.695,66.0,8.9981,30,190,220,24,Summer,Clear/Partly Cloudy
10796,2012-03-30,2,1,3,22,0,5,1,1,14.76,17.424999999999997,71.0,11.0014,23,130,153,24,Summer,Clear/Partly Cloudy
10797,2012-03-30,2,1,3,23,0,5,1,1,14.76,18.94,71.0,0.0,16,107,123,24,Summer,Clear/Partly Cloudy
10798,2012-03-31,2,1,3,0,0,6,0,1,15.58,19.695,82.0,12.998000000000001,12,80,92,24,Summer,Clear/Partly Cloudy
10799,2012-03-31,2,1,3,1,0,6,0,2,16.400000000000002,20.455000000000002,76.0,12.998000000000001,17,65,82,24,Summer,Mist/Cloudy
10800,2012-03-31,2,1,3,2,0,6,0,2,17.22,21.21,77.0,16.997899999999998,14,55,69,24,Summer,Mist/Cloudy
10801,2012-03-31,2,1,3,3,0,6,0,1,16.400000000000002,20.455000000000002,82.0,16.997899999999998,10,21,31,24,Summer,Clear/Partly Cloudy
10802,2012-03-31,2,1,3,4,0,6,0,1,17.22,21.21,77.0,27.999299999999998,4,4,8,24,Summer,Clear/Partly Cloudy
10803,2012-03-31,2,1,3,5,0,6,0,1,16.400000000000002,20.455000000000002,82.0,15.001299999999999,0,5,5,24,Summer,Clear/Partly Cloudy
10804,2012-03-31,2,1,3,6,0,6,0,2,14.76,17.424999999999997,87.0,11.0014,7,16,23,24,Summer,Mist/Cloudy
10805,2012-03-31,2,1,3,7,0,6,0,2,14.76,17.424999999999997,87.0,11.0014,5,39,44,24,Summer,Mist/Cloudy
10806,2012-03-31,2,1,3,8,0,6,0,2,14.76,17.424999999999997,87.0,12.998000000000001,19,126,145,24,Summer,Mist/Cloudy
10807,2012-03-31,2,1,3,9,0,6,0,2,16.400000000000002,20.455000000000002,76.0,12.998000000000001,62,161,223,24,Summer,Mist/Cloudy
10808,2012-03-31,2,1,3,10,0,6,0,2,16.400000000000002,20.455000000000002,76.0,8.9981,108,205,313,24,Summer,Mist/Cloudy
10809,2012-03-31,2,1,3,11,0,6,0,1,18.86,22.725,72.0,8.9981,184,279,463,24,Summer,Clear/Partly Cloudy
10810,2012-03-31,2,1,3,12,0,6,0,1,19.68,23.485,67.0,0.0,263,358,621,24,Summer,Clear/Partly Cloudy
10811,2012-03-31,2,1,3,13,0,6,0,1,22.14,25.759999999999998,60.0,8.9981,265,373,638,24,Summer,Clear/Partly Cloudy
10812,2012-03-31,2,1,3,14,0,6,0,2,20.5,24.240000000000002,63.0,16.997899999999998,240,311,551,24,Summer,Mist/Cloudy
10813,2012-03-31,2,1,3,15,0,6,0,2,21.32,25.0,59.0,19.0012,275,330,605,24,Summer,Mist/Cloudy
10814,2012-03-31,2,1,3,16,0,6,0,2,20.5,24.240000000000002,63.0,19.999499999999998,243,292,535,24,Summer,Mist/Cloudy
10815,2012-03-31,2,1,3,17,0,6,0,1,19.68,23.485,67.0,27.999299999999998,238,305,543,24,Summer,Clear/Partly Cloudy
10816,2012-03-31,2,1,3,18,0,6,0,2,18.04,21.97,72.0,31.0009,102,239,341,24,Summer,Mist/Cloudy
10817,2012-03-31,2,1,3,19,0,6,0,1,17.22,21.21,71.0,30.002599999999997,93,191,284,24,Summer,Clear/Partly Cloudy
10818,2012-03-31,2,1,3,20,0,6,0,2,16.400000000000002,20.455000000000002,71.0,22.0028,52,156,208,24,Summer,Mist/Cloudy
10819,2012-03-31,2,1,3,21,0,6,0,2,16.400000000000002,20.455000000000002,71.0,22.0028,36,107,143,24,Summer,Mist/Cloudy
10820,2012-03-31,2,1,3,22,0,6,0,2,15.58,19.695,71.0,16.997899999999998,40,116,156,24,Summer,Mist/Cloudy
10821,2012-03-31,2,1,3,23,0,6,0,2,14.76,16.665,76.0,19.0012,12,100,112,24,Summer,Mist/Cloudy
10822,2012-04-01,2,1,4,0,0,0,0,2,14.76,16.665,76.0,16.997899999999998,8,59,67,24,Summer,Mist/Cloudy
10823,2012-04-01,2,1,4,1,0,0,0,2,14.76,17.424999999999997,76.0,11.0014,13,49,62,24,Summer,Mist/Cloudy
10824,2012-04-01,2,1,4,2,0,0,0,2,14.76,17.424999999999997,76.0,11.0014,20,61,81,24,Summer,Mist/Cloudy
10825,2012-04-01,2,1,4,3,0,0,0,2,13.940000000000001,16.665,81.0,8.9981,4,21,25,24,Summer,Mist/Cloudy
10826,2012-04-01,2,1,4,4,0,0,0,2,13.940000000000001,17.424999999999997,81.0,6.0032,3,9,12,24,Summer,Mist/Cloudy
10827,2012-04-01,2,1,4,5,0,0,0,2,13.940000000000001,17.424999999999997,81.0,6.0032,8,10,18,24,Summer,Mist/Cloudy
10828,2012-04-01,2,1,4,6,0,0,0,2,14.76,17.424999999999997,76.0,8.9981,9,88,97,24,Summer,Mist/Cloudy
10829,2012-04-01,2,1,4,7,0,0,0,2,14.76,17.424999999999997,71.0,8.9981,29,55,84,24,Summer,Mist/Cloudy
10830,2012-04-01,2,1,4,8,0,0,0,2,14.76,18.18,76.0,6.0032,37,88,125,24,Summer,Mist/Cloudy
10831,2012-04-01,2,1,4,9,0,0,0,2,14.76,17.424999999999997,81.0,8.9981,102,173,275,24,Summer,Mist/Cloudy
10832,2012-04-01,2,1,4,10,0,0,0,2,16.400000000000002,20.455000000000002,71.0,7.0015,132,228,360,24,Summer,Mist/Cloudy
10833,2012-04-01,2,1,4,11,0,0,0,2,16.400000000000002,20.455000000000002,71.0,12.998000000000001,180,271,451,24,Summer,Mist/Cloudy
10834,2012-04-01,2,1,4,12,0,0,0,2,17.22,21.21,67.0,15.001299999999999,187,258,445,24,Summer,Mist/Cloudy
10835,2012-04-01,2,1,4,13,0,0,0,2,18.04,21.97,62.0,12.998000000000001,190,274,464,24,Summer,Mist/Cloudy
10836,2012-04-01,2,1,4,14,0,0,0,2,19.68,23.485,55.00000000000001,15.001299999999999,283,278,561,24,Summer,Mist/Cloudy
10837,2012-04-01,2,1,4,15,0,0,0,1,20.5,24.240000000000002,55.00000000000001,16.997899999999998,295,278,573,24,Summer,Clear/Partly Cloudy
10838,2012-04-01,2,1,4,16,0,0,0,1,21.32,25.0,52.0,16.997899999999998,236,275,511,24,Summer,Clear/Partly Cloudy
10839,2012-04-01,2,1,4,17,0,0,0,1,21.32,25.0,55.00000000000001,19.0012,232,323,555,24,Summer,Clear/Partly Cloudy
10840,2012-04-01,2,1,4,18,0,0,0,1,21.32,25.0,52.0,19.999499999999998,153,279,432,24,Summer,Clear/Partly Cloudy
10841,2012-04-01,2,1,4,19,0,0,0,1,21.32,25.0,55.00000000000001,15.001299999999999,110,236,346,24,Summer,Clear/Partly Cloudy
10842,2012-04-01,2,1,4,20,0,0,0,2,20.5,24.240000000000002,59.0,15.001299999999999,66,166,232,24,Summer,Mist/Cloudy
10843,2012-04-01,2,1,4,21,0,0,0,2,20.5,24.240000000000002,59.0,11.0014,33,101,134,24,Summer,Mist/Cloudy
10844,2012-04-01,2,1,4,22,0,0,0,3,20.5,24.240000000000002,63.0,7.0015,7,61,68,24,Summer,Light Snow/Rain
10845,2012-04-01,2,1,4,23,0,0,0,3,18.86,22.725,72.0,0.0,10,53,63,24,Summer,Light Snow/Rain
10846,2012-04-02,2,1,4,0,0,1,1,3,18.04,21.97,82.0,7.0015,6,11,17,23,Summer,Light Snow/Rain
10847,2012-04-02,2,1,4,1,0,1,1,3,17.22,21.21,88.0,6.0032,0,5,5,23,Summer,Light Snow/Rain
10848,2012-04-02,2,1,4,2,0,1,1,3,18.04,21.97,94.0,8.9981,2,3,5,23,Summer,Light Snow/Rain
10849,2012-04-02,2,1,4,4,0,1,1,1,16.400000000000002,20.455000000000002,76.0,32.9975,2,2,4,23,Summer,Clear/Partly Cloudy
10850,2012-04-02,2,1,4,5,0,1,1,1,16.400000000000002,20.455000000000002,76.0,32.9975,2,22,24,23,Summer,Clear/Partly Cloudy
10851,2012-04-02,2,1,4,6,0,1,1,1,14.76,15.909999999999998,71.0,31.0009,6,104,110,23,Summer,Clear/Partly Cloudy
10852,2012-04-02,2,1,4,7,0,1,1,1,13.940000000000001,15.15,66.0,26.0027,12,294,306,23,Summer,Clear/Partly Cloudy
10853,2012-04-02,2,1,4,8,0,1,1,1,14.76,16.665,56.99999999999999,22.0028,36,553,589,23,Summer,Clear/Partly Cloudy
10854,2012-04-02,2,1,4,9,0,1,1,1,15.58,19.695,54.0,23.9994,52,265,317,23,Summer,Clear/Partly Cloudy
10855,2012-04-02,2,1,4,10,0,1,1,1,16.400000000000002,20.455000000000002,50.0,35.0008,85,119,204,23,Summer,Clear/Partly Cloudy
10856,2012-04-02,2,1,4,11,0,1,1,1,17.22,21.21,47.0,30.002599999999997,81,128,209,23,Summer,Clear/Partly Cloudy
10857,2012-04-02,2,1,4,12,0,1,1,1,18.04,21.97,44.0,30.002599999999997,100,181,281,23,Summer,Clear/Partly Cloudy
10858,2012-04-02,2,1,4,13,0,1,1,1,18.86,22.725,36.0,19.999499999999998,97,184,281,23,Summer,Clear/Partly Cloudy
10859,2012-04-02,2,1,4,14,0,1,1,1,18.86,22.725,31.0,27.999299999999998,127,141,268,23,Summer,Clear/Partly Cloudy
10860,2012-04-02,2,1,4,15,0,1,1,1,19.68,23.485,33.0,27.999299999999998,132,192,324,23,Summer,Clear/Partly Cloudy
10861,2012-04-02,2,1,4,16,0,1,1,1,20.5,24.240000000000002,34.0,22.0028,104,291,395,23,Summer,Clear/Partly Cloudy
10862,2012-04-02,2,1,4,17,0,1,1,1,20.5,24.240000000000002,28.999999999999996,19.0012,128,601,729,23,Summer,Clear/Partly Cloudy
10863,2012-04-02,2,1,4,18,0,1,1,1,20.5,24.240000000000002,27.0,16.997899999999998,75,543,618,23,Summer,Clear/Partly Cloudy
10864,2012-04-02,2,1,4,19,0,1,1,1,20.5,24.240000000000002,27.0,16.997899999999998,66,428,494,23,Summer,Clear/Partly Cloudy
10865,2012-04-02,2,1,4,20,0,1,1,1,18.86,22.725,31.0,11.0014,48,281,329,23,Summer,Clear/Partly Cloudy
10866,2012-04-02,2,1,4,21,0,1,1,1,18.86,22.725,28.000000000000004,8.9981,24,214,238,23,Summer,Clear/Partly Cloudy
10867,2012-04-02,2,1,4,22,0,1,1,1,17.22,21.21,44.0,12.998000000000001,17,106,123,23,Summer,Clear/Partly Cloudy
10868,2012-04-02,2,1,4,23,0,1,1,1,18.04,21.97,35.0,11.0014,6,60,66,23,Summer,Clear/Partly Cloudy
10869,2012-04-03,2,1,4,0,0,2,1,1,16.400000000000002,20.455000000000002,43.0,8.9981,1,32,33,24,Summer,Clear/Partly Cloudy
10870,2012-04-03,2,1,4,1,0,2,1,1,15.58,19.695,46.0,15.001299999999999,0,11,11,24,Summer,Clear/Partly Cloudy
10871,2012-04-03,2,1,4,2,0,2,1,1,14.76,17.424999999999997,53.0,11.0014,0,5,5,24,Summer,Clear/Partly Cloudy
10872,2012-04-03,2,1,4,3,0,2,1,1,15.58,19.695,46.0,0.0,0,3,3,24,Summer,Clear/Partly Cloudy
10873,2012-04-03,2,1,4,4,0,2,1,1,13.120000000000001,16.665,66.0,6.0032,0,1,1,24,Summer,Clear/Partly Cloudy
10874,2012-04-03,2,1,4,5,0,2,1,1,13.120000000000001,16.665,66.0,6.0032,2,25,27,24,Summer,Clear/Partly Cloudy
10875,2012-04-03,2,1,4,6,0,2,1,1,12.299999999999999,15.909999999999998,61.0,6.0032,2,98,100,24,Summer,Clear/Partly Cloudy
10876,2012-04-03,2,1,4,7,0,2,1,1,13.120000000000001,16.665,66.0,6.0032,14,327,341,24,Summer,Clear/Partly Cloudy
10877,2012-04-03,2,1,4,8,0,2,1,1,13.940000000000001,18.18,56.99999999999999,0.0,27,577,604,24,Summer,Clear/Partly Cloudy
10878,2012-04-03,2,1,4,9,0,2,1,1,17.22,21.21,38.0,6.0032,54,354,408,24,Summer,Clear/Partly Cloudy
10879,2012-04-03,2,1,4,10,0,2,1,1,18.04,21.97,33.0,0.0,77,142,219,24,Summer,Clear/Partly Cloudy
10880,2012-04-03,2,1,4,11,0,2,1,1,19.68,23.485,23.0,0.0,91,167,258,24,Summer,Clear/Partly Cloudy
10881,2012-04-03,2,1,4,12,0,2,1,1,21.32,25.0,25.0,0.0,101,230,331,24,Summer,Clear/Partly Cloudy
10882,2012-04-03,2,1,4,13,0,2,1,1,22.96,26.515,19.0,16.997899999999998,120,225,345,24,Summer,Clear/Partly Cloudy
10883,2012-04-03,2,1,4,14,0,2,1,1,22.96,26.515,21.0,15.001299999999999,120,191,311,24,Summer,Clear/Partly Cloudy
10884,2012-04-03,2,1,4,15,0,2,1,1,24.599999999999998,29.544999999999998,20.0,12.998000000000001,109,207,316,24,Summer,Clear/Partly Cloudy
10885,2012-04-03,2,1,4,16,0,2,1,1,25.419999999999998,30.305,21.0,11.0014,145,340,485,24,Summer,Clear/Partly Cloudy
10886,2012-04-03,2,1,4,17,0,2,1,1,25.419999999999998,30.305,17.0,12.998000000000001,123,634,757,24,Summer,Clear/Partly Cloudy
10887,2012-04-03,2,1,4,18,0,2,1,1,24.599999999999998,30.305,26.0,11.0014,139,661,800,24,Summer,Clear/Partly Cloudy
10888,2012-04-03,2,1,4,19,0,2,1,1,22.96,26.515,26.0,7.0015,98,460,558,24,Summer,Clear/Partly Cloudy
10889,2012-04-03,2,1,4,20,0,2,1,1,22.96,26.515,24.0,8.9981,54,325,379,24,Summer,Clear/Partly Cloudy
10890,2012-04-03,2,1,4,21,0,2,1,1,22.14,25.759999999999998,45.0,0.0,33,210,243,24,Summer,Clear/Partly Cloudy
10891,2012-04-03,2,1,4,22,0,2,1,1,20.5,24.240000000000002,51.0,0.0,25,133,158,24,Summer,Clear/Partly Cloudy
10892,2012-04-03,2,1,4,23,0,2,1,1,20.5,24.240000000000002,59.0,0.0,13,66,79,24,Summer,Clear/Partly Cloudy
10893,2012-04-04,2,1,4,0,0,3,1,1,19.68,23.485,48.0,0.0,18,23,41,24,Summer,Clear/Partly Cloudy
10894,2012-04-04,2,1,4,1,0,3,1,1,18.86,22.725,59.0,0.0,0,11,11,24,Summer,Clear/Partly Cloudy
10895,2012-04-04,2,1,4,2,0,3,1,1,18.86,22.725,51.0,0.0,0,5,5,24,Summer,Clear/Partly Cloudy
10896,2012-04-04,2,1,4,3,0,3,1,1,18.04,21.97,57.99999999999999,6.0032,0,3,3,24,Summer,Clear/Partly Cloudy
10897,2012-04-04,2,1,4,4,0,3,1,1,17.22,21.21,67.0,6.0032,0,1,1,24,Summer,Clear/Partly Cloudy
10898,2012-04-04,2,1,4,5,0,3,1,1,17.22,21.21,67.0,6.0032,0,27,27,24,Summer,Clear/Partly Cloudy
10899,2012-04-04,2,1,4,6,0,3,1,2,17.22,21.21,57.99999999999999,0.0,6,120,126,24,Summer,Mist/Cloudy
10900,2012-04-04,2,1,4,7,0,3,1,2,18.04,21.97,62.0,0.0,12,354,366,24,Summer,Mist/Cloudy
10901,2012-04-04,2,1,4,8,0,3,1,2,18.04,21.97,72.0,7.0015,31,653,684,24,Summer,Mist/Cloudy
10902,2012-04-04,2,1,4,9,0,3,1,2,19.68,23.485,55.00000000000001,8.9981,47,316,363,24,Summer,Mist/Cloudy
10903,2012-04-04,2,1,4,10,0,3,1,2,22.14,25.759999999999998,45.0,8.9981,68,99,167,24,Summer,Mist/Cloudy
10904,2012-04-04,2,1,4,11,0,3,1,2,24.599999999999998,31.06,43.0,23.9994,61,152,213,24,Summer,Mist/Cloudy
10905,2012-04-04,2,1,4,12,0,3,1,2,24.599999999999998,31.06,46.0,27.999299999999998,73,210,283,24,Summer,Mist/Cloudy
10906,2012-04-04,2,1,4,13,0,3,1,2,24.599999999999998,31.06,46.0,16.997899999999998,70,181,251,24,Summer,Mist/Cloudy
10907,2012-04-04,2,1,4,14,0,3,1,2,25.419999999999998,31.06,46.0,12.998000000000001,82,176,258,24,Summer,Mist/Cloudy
10908,2012-04-04,2,1,4,15,0,3,1,2,26.240000000000002,31.06,44.0,19.0012,86,182,268,24,Summer,Mist/Cloudy
10909,2012-04-04,2,1,4,16,0,3,1,2,26.240000000000002,31.06,44.0,19.0012,86,304,390,24,Summer,Mist/Cloudy
10910,2012-04-04,2,1,4,17,0,3,1,1,27.060000000000002,31.06,41.0,19.999499999999998,99,645,744,24,Summer,Clear/Partly Cloudy
10911,2012-04-04,2,1,4,18,0,3,1,1,27.060000000000002,31.06,41.0,16.997899999999998,113,646,759,24,Summer,Clear/Partly Cloudy
10912,2012-04-04,2,1,4,19,0,3,1,1,27.060000000000002,31.06,39.0,15.001299999999999,75,419,494,24,Summer,Clear/Partly Cloudy
10913,2012-04-04,2,1,4,20,0,3,1,1,26.240000000000002,31.06,27.0,15.001299999999999,39,333,372,24,Summer,Clear/Partly Cloudy
10914,2012-04-04,2,1,4,21,0,3,1,1,24.599999999999998,30.305,23.0,22.0028,43,255,298,24,Summer,Clear/Partly Cloudy
10915,2012-04-04,2,1,4,22,0,3,1,1,22.96,26.515,22.0,11.0014,30,151,181,24,Summer,Clear/Partly Cloudy
10916,2012-04-04,2,1,4,23,0,3,1,1,21.32,25.0,23.0,27.999299999999998,19,112,131,24,Summer,Clear/Partly Cloudy
10917,2012-04-05,2,1,4,0,0,4,1,1,21.32,25.0,23.0,27.999299999999998,12,33,45,24,Summer,Clear/Partly Cloudy
10918,2012-04-05,2,1,4,1,0,4,1,1,19.68,23.485,27.0,22.0028,4,9,13,24,Summer,Clear/Partly Cloudy
10919,2012-04-05,2,1,4,2,0,4,1,1,18.86,22.725,33.0,30.002599999999997,7,11,18,24,Summer,Clear/Partly Cloudy
10920,2012-04-05,2,1,4,3,0,4,1,1,17.22,21.21,41.0,19.999499999999998,0,5,5,24,Summer,Clear/Partly Cloudy
10921,2012-04-05,2,1,4,4,0,4,1,1,15.58,19.695,43.0,19.0012,0,1,1,24,Summer,Clear/Partly Cloudy
10922,2012-04-05,2,1,4,5,0,4,1,1,15.58,19.695,43.0,19.0012,1,28,29,24,Summer,Clear/Partly Cloudy
10923,2012-04-05,2,1,4,6,0,4,1,1,14.76,16.665,46.0,22.0028,8,118,126,24,Summer,Clear/Partly Cloudy
10924,2012-04-05,2,1,4,7,0,4,1,1,13.940000000000001,16.665,49.0,12.998000000000001,15,339,354,24,Summer,Clear/Partly Cloudy
10925,2012-04-05,2,1,4,8,0,4,1,1,14.76,17.424999999999997,46.0,15.001299999999999,28,610,638,24,Summer,Clear/Partly Cloudy
